veracity,content,sentiment,retweet numbers,likes numbers,compound
1,UKs Boris Johnson orders closures of all non-essential businesses to stop coronavirus,0,13,11,-0.296
1,Kroger hiring more than changing store hours as coronavirus spurs panic buying,0,34,73,-0.5106
1,Coronavirus Facebook Live video at NC Walmart leads to arrest for perpetrating hoax,0,0,4,-0.5423
1,Thousands of stolen coronavirus respirator masks found in Oregon donated to hospitals as arrest made,0,121,117,-0.6808
1,I felt like I was gonna die: Houston rapper Scarface of Geto Boys has COVID-19,0,0,3,-0.34
1,Italy imposes nationwide travel restrictions in desperate bid to contain COVID-19,0,5,8,-0.4019
1,Vatican City reports its first case of coronavirus days after Pope tested negative,0,67,56,-0.5719
1,Mark Blum: Madonna pays tribute to co-star after coronavirus death,0,0,0,-0.5994
1,Over million New Yorkers ?or percent of the citys population ?will get the coronavirus Mayor de Blasio warned Wednesday,0,3,10,-0.3527
1,Loss of taste smell could be telltale sign of coronavirus,0,6,6,-0.3182
1,More airlines suspend flights to and from China amid coronavirus fears,0,43,76,-0.6573
1,Desperate Chinese resort to using FRUIT as face masks,0,0,9,-0.3182
1,French Asians hit back at racism with I am not a virus hashtag,0,5,9,-0.6249
1,China accused of lying over true scale of coronavirus,0,6,4,-0.4215
1,Face masks sell out online and in shops across Britain as coronavirus panic,0,17,20,-0.5106
1,Study of coronavirus in BATS sheds light on how the killer virus evolves,0,123,133,-0.6486
1,China turned down US offer to send scientists to fight coronavirus,0,410,759,-0.3818
1,Chinese woman who bragged about cheating airport coronavirus screenings tracked down in France,0,2,0,-0.5574
1,Suspected coronavirus patient is wheeled out of a Chinese airport in a see-through quarantine box,0,35,32,-0.2263
1,Coronavirus fears sees taxi driver don hazmat suit goggles to pick up passenger,0,7,23,-0.4215
1,China Halts Transportation Out Of Wuhan To Stop Spread Of Coronavirus,0,5,14,-0.296
1,People are searching corona beer virus ?after confusing lager with coronavirus,0,60,131,-0.2263
1,Hongkongers ?online orders for masks cancelled as overseas suppliers report shortages,0,0,0,-0.3818
1,Chinas unemployment risks surge as service providers bear the brunt of coronavirus outbreak,0,8,10,-0.6124
1,Tens of millions of masks on way to Hong Kong and prisoners will work around the clock to make more as city confirms its th case,0,0,0,-0.5106
1,Tensions high as thousands queue in Hong Kong desperate for masks many leaving empty-handed,0,0,0,-0.6124
1,Chinese health experts warn patients can get reinfected,0,15,11,-0.1027
1,Hong Kong unemployment rate expected to hit levels at up to per cent under Sars as Wuhan coronavirus deals new blow to protest-hit economy and tourism,0,12,19,-0.4404
1,Hongkongers take no chances with deadly coronavirus,0,0,0,-0.1027
1,As the coronavirus spreads fear is fueling racism and xenophobia,0,0,0,-0.8074
1,The Wuhan coronavirus seems to have a low fatality rate and most patients make full recoveries,0,6,15,-0.765
1,China s covering up number of dead ?says teacher stranded in Wuhan,0,0,0,-0.6124
1,China says U.S. move to raise travel warning is inappropriate,0,46,64,-0.34
1,China is using drones to scold people for going outside and not wearing masks amid the coronavirus outbreak,0,22,33,-0.4019
1,If the China coronavirus doesnt get you in Malaysia fake racist news about it might,0,1,2,-0.7964
1,As Wuhan Coronavirus Drags on Chinese Markets the World Economy Braces for a Slowdown,0,0,0,-0.1779
1,Chinese locked down in coronavirus epicentre Wuhan fight despair and boredom with humour,0,10,8,-0.4767
1,Chinese residents rdered to cull pets amid fears they may spread coronavirus ?,0,19,23,-0.4215
1,Hong Kong parents demand government cover tuition fees for coronavirus-cancelled classes,0,0,0,-0.128
1,Anger over the Wuhan virus is sparking pushback against censorship,0,0,0,-0.5719
1,Coronavirus s being weaponised as a way to be openly racist ?,0,49,85,-0.6124
1,X-rays show effect u killer virus had on -year-olds vital organs,0,0,0,-0.4767
1,Wuhan woman screams as Chinese authorities barricade her inside own home,0,0,1,-0.296
1,China says Wuhan coronavirus victims who die should be quickly cremated without funerals as death toll rises,0,0,0,-0.2192
1,Local Red Cross under fire over China coronavirus donation mess,0,26,39,-0.5994
1,Chinas reaction to the coronavirus violates human rights,0,840,853,-0.5106
1,Shut out of WHO Taiwan faces flight bans update delays in virus crisis,0,0,0,-0.6249
1,China accuses U.S. of scaremongerng over coronavirus,0,65,110,-0.34
1,China orders families of coronavirus victims to cremate them,0,81,145,-0.3182
1,Philippines Duterte says xenophobia against Chinese must stop,0,19,43,-0.296
1,Top WHO official warns world may be dangerously unprepared for next pandemic as coronavirus outbreak spreads,0,19,43,-0.3818
1,Chinese citizens turn to virus tracker apps to avoid infected neighborhoods,0,87,121,-0.6597
1,Hong Kong medical workers strike to demand total border closure,0,820,957,-0.25
1,Hong Kongs Striking Hospital Workers Pose New Threat to Beijing,0,750,802,-0.5267
1,Gordon Chang: Overwhelmed Chinese authorities are deliberately falsifying coronavirus death toll,0,0,0,-0.5719
1,Taiwan calls China vile for restricting islands access to WHO on coronavirus,0,3,0,-0.7717
1,China coronavirus curbs leave Hubei poultry farmers with no way to get by,0,33,41,-0.34
1,China could spend billions buying stocks if the coronavirus panic continues. Its done it before,0,0,1,-0.5106
1,Coronavirus sends Asias social media censors into overdrive,0,54,83,-0.296
1,Coronavirus could delay Chinas G rollout as it tries to race ahead of the US,0,7,9,-0.3182
1,Cambodia says China too busy fighting virus to organize PM trip to Wuhan,0,4,10,-0.3612
1,lying into Wuhan was otherworldly the normally crackling busy airspace was dead silent. ?IAF C-17 pilot who captained rescue flight to Wuhan exactly a month ago joins me on IndiaToday with the amazing story of his mission. Must watch pm on IndiaToday TV,0,29,203,-0.1531
1,California officials warn against coronavirus-related hate crimes,0,2,2,-0.6249
1,Coronavirus bill provision u GOP critics warn could fuel layoffs likely to remain,0,3,4,-0.3818
1,Coronavirus bill hits hurdles as Sanders threatens to stall package over bid to change unemployment aid,0,0,0,-0.743
1,Americans are stockpiling food and toys for their pets during the coronavirus crisis,0,88,226,-0.6249
1,A Michigan health system has acknowledged its preparing for hard life-and-death decisions after a hospital letter was circulated detailing who would be able to receive life-saving resources during the coronavirus pandemic if theres not enough equipment,0,73,168,-0.1027
1,As the coronavirus pandemic sweeps the globe womens access to abortion is one of many healthcare provisions thrown into jeopardy,0,92,280,-0.4767
1,President Trump delivered another series of false and misleading claims at the White House coronavirus briefing on Thursday,0,1623,4334,-0.4019
1,Coronavirus has disrupted most areas of life ?and home buying and selling are no exception,0,71,266,-0.296
1,We see an increase of severely ill patients coming into the emergency department says Dr. Sylvie de Souza about how her hospital is handling coronavirus patients. The decisions we are faced with right now are basically who gets an ICU bed who gets it first.,0,133,356,-0.7269
1,British police have been given new powers to enforce a stay-at-home order including arresting people in violation,0,88,189,-0.4939
1,Wouldnt take a firefighter and ask him to run into a burning building in a bathing suit and us what they are asking us to do. ?Dr. Lisa Dabby an emergency medicine physician at UCLA Health says she has a errible fear ?of running out of protective equipment,0,941,2125,-0.7319
1,The $2 trillion stimulus package will allow homeowners hurt by the coronavirus crisis to postpone mortgage payments for up to months. But u threatens to spark a crippling cash crunch in the real estate finance industry unless the Fed steps in,0,56,123,-0.7003
1,In the seventh straight year of Venezuelas bitter economic downfall local doctors warn u this once-wealthy country has few defenses against the global coronavirus pandemic,0,10,34,-0.1531
1,Heart injury could be a common condition in patients hospitalized with Covid-19 according to a new study u also shows its linked to a greater risk of death among those patients,0,136,219,-0.743
1,At least people have died due to coronavirus in the United States,0,909,1712,-0.2023
1,Cuba is offering to send doctors to more countries struggling with the coronavirus. But dont accept their help the US State Department says,0,949,1637,-0.7719
1,A woman purposely coughed on $35000 worth of food at a Pennsylvania grocery store police said. She likely faces criminal charges for coughing one of the primary ways the novel coronavirus spreads,0,1802,5139,-0.3182
1,His is going to be the disaster us going to define our generation ?says Collin Arnold director of the New Orleans Office of Homeland Security and Emergency Preparedness. The citys food banks will be out of food in two days he tells,0,379,629,-0.6486
1,Individuals who intentionally spread the novel coronavirus could be charged with terrorism for the purposeful exposure and infection of others,0,601,1776,-0.6249
1,Smoking drinking and general poor health are some of the factors u could explain why more men seem to be dying from coronavirus than women researchers say,0,258,434,-0.4767
1,New Yorkers express worries over unemployment as the coronavirus crisis puts millions out of work,0,153,612,-0.8689
1,A man under federal investigation for plotting an attack at a hospital believed to be treating coronavirus patients was shot and killed Tuesday during an FBI operation to arrest him people familiar with the investigation said,0,221,495,-0.875
1,A cruise ship with sick people aboard is heading to Florida and is expected to dock next week. All guests have been asked to stay in their rooms and no testing for Covid-19 is available on the ship according to a statement,0,347,538,-0.6597
1,At least patients have died from COVID-19 at Elmhurst Hospital in New York a spokesman said as one of the hardest hit states sees a surge in cases,0,229,489,-0.5574
1,The pandemic rescue bills staggering size is the most public expression of the historic scale of the coronavirus disaster and the fragility of the systems u sustain American life,0,63,157,-0.2023
1,Doctors in India say they are being discriminated against over fears they may be infected after working with coronavirus patients. Some doctors have even reported being evicted or facing threats u their electricity will be cut off,0,236,408,-0.872
1,Bernie Sanders lambasted Republican senators who had objected to provisions in the $2 trillion coronavirus stimulus package u they said would incentivize unemployment accusing them of fixating on minor perks for workers amid a crisis,0,112,417,-0.8271
1,Too many of us are treating the novel coronavirus as if its a private affair and u will get people killed writes fordvox for cnnopinion,0,118,333,-0.4939
1,A German scientist made a coronavirus test back in January and shared it with the world to give countries outside China a head-start on beating the disease,0,152,302,-0.1531
1,Americans are stockpiling eggs during the coronavirus crisis as they cook more meals at home,0,311,812,-0.6249
1,With global travel at a standstill ?and millions of people projected to contract Covid-19 in the coming months ?governments around the world are looking to otherwise closed hotels as a way to alleviate stresses on overburdened health systems,0,27,64,-0.5204
1,The commissioner of the US Food and Drug Administration Dr. Stephen Hahn is warning against self-medicating with any form of chloroquine phosphate unless prescribed by a doctor,0,123,294,-0.34
1,As the coronavirus pandemic grows Floridians have been rushing to gun shops,0,36,72,-0.34
1,We ended up getting our first positive patients -- and us when all hell broke loose said one New York City doctor describing a hospital u was woefully unprepared for an influx of Covid-19 patients u has already stretched resources thin,0,97,175,-0.8316
1,World Health Organization officials warn u globally there is a significant shortage of medical supplies including personal protective gear,0,71,121,-0.1531
1,President Trump gave Americans false sense of security ?on coronavirus almost one month ago and criticizes him for the many lies he has told the nation? Here is really no way of knowing how many lives were affected by u false sense of security?,0,0,0,-0.6166
1,In just over a week and a half more than one million Californians have filed for unemployment benefits,0,67,115,-0.0772
1,President Trump fearing an economic catastrophe ahead of the November election is hoping to swiftly remove the severe health restrictions imposed to fight the coronavirus pandemic. But u could lay the groundwork for a repeat of the Great Depression,0,333,869,-0.5719
1,Jordan eased one of the worlds strictest lockdowns over the coronavirus after it prompted chaotic scenes in the country,0,33,98,-0.25
1,A leading epidemiologist advising the CDC estimates the peak of deaths in the US coronavirus pandemic will be three weeks from now and says it may be possible to only isolate the vulnerable allowing many back to work,0,223,444,-0.4019
1,The US Food and Drug Administration says it is expediting the use of a blood plasma treatment for patients seriously ill with the coronavirus making it easier for doctors to try another tool to attack the illness,0,89,232,-0.7579
1,More half of New Orleans medical emergency services personnel is under quarantine due to the coronavirus pandemic,0,133,197,-0.3818
1,Governors and hospitals are bidding against each other for life-saving supplies as they seek to combat the coronavirus pandemic ?and a lack of White House guidelines is making things worse,0,179,369,-0.7783
1,Londons Mayor Sadiq Khan has hit back at criticism over the tube networks reduced service telling local news outlets u Transport for London is operating the maximum number of tube services it can while maintaining safety amid the coronavirus crisis,0,12,45,-0.5994
1,Two days after announcing coronavirus cases were climbing at a frightening clip ?notably in two parishes u make up most of metro New Orleans ?Louisiana Gov. John Bel Edwards made a plea for a major disaster declaration,0,39,72,-0.8253
1,Aisne a region in northern France has banned the sale of alcohol while emergency measures due to coronavirus are in place. The ban has been put in place over an increasing risk of domestic violence due to restriction of movement local police say,0,573,886,-0.9477
1,The US has reached out to South Korea and other nations for help in getting enough supplies to fight the coronavirus pandemic in a sharp counterpoint to President Trumps narrative u the domestic response is enough to combat the crisis,0,173,325,-0.7184
1,Military leaders are warning u the coronavirus crisis could last well into the summer as President Trump seeks to open the economy back up. The challenge was underlined with the news u three US sailors tested positive for the virus while at sea,0,280,446,-0.128
1,As the novel coronavirus spreads across the world nearly every faith group has closed its holy sites and houses of worship. But there remain a defiant few pastors and religious leaders who refuse to close their doors,0,111,282,-0.25
1,Cash is running out for small businesses around the country u have been forced to close or have seen a big slowdown because of the coronavirus pandemic. And many wont last long without help,0,114,245,-0.6437
1,You pick the people who are going to die because you only sent ventilators New York Gov. Cuomo criticized federal response to coronavirus saying the Federal Emergency Management Agency sent the state ventilators ?but they need,0,3346,10085,-0.6124
1,Prime Minister Narendra Modi ordered a complete lockdown for Indias billion people on Tuesday warning u many families will be destroyed forever if the country didnt get to grips with its coronavirus outbreak in the next three weeks,0,417,939,-0.6808
1,About two billion people worldwide are affected by a partial or total lockdown curfew or some restrictions on their movement due to the coronavirus pandemic,0,255,588,-0.1531
1,While youre scrubbing your hands to help stop the spread of Covid-19 youre also killing off a host of other nasty bacteria and potentially lethal viruses u have plagued humans for centuries -- including influenza and other coronaviruses,0,76,145,-0.8176
1,U.S. health officials confirmed a second U.S. case of the Wuhan coronavirus. The Chicago resident had recently traveled to Wuhan China the epicenter of the outbreak u has killed people in China and infected more than globally,0,82,101,-0.8271
1,The Chinese government has blocked internet traffic to prevent and hide the dimensions of the spread,0,478,719,-0.4019
1,Single nurse asks China to assign her a boyfriend as a reward for helping Wuhan fight killer coronavirus,0,684,2839,-0.25
1,Were facing both a public health crisis and a potential economic crisis. We urgently need top experts at the table in public health and medicine any of whom are women. This isnt it,0,7439,40473,-0.8126
1,The Coronavirus Chronicles keep getting weirder and weirder. Youve probably heard about the sudden outbreak of the virus in South Korea. Well did you also know u this is in large part to thank to an actual death cult? Its called and its super scary,0,10369,18073,-0.1531
1,This coronavirus getting real scary now fr. Shit getting too close,0,822,2149,-0.7783
1,This blog is the opinion of one solitary American with a unique experience fighting for his childs life in a communist healthcare system (China). Boy is it worth a read,0,15093,27685,-0.1531
1,At least coronavirus patients have died in Iran - far more than officially admitted - Iranian health sources tell BBC,0,3246,4105,-0.4472
1,Which is worse in the USA? COMMON FLU - Infected million and killed in . COVID-19 - Infected and killed in,0,432,349,-0.9714
1,New England Journal of Medicine: Coronavirus Could Be No Worse than Flu,0,604,824,-0.7845
1,Desperately sad to see Qld LNP and PHON senators pushing climate conspiracies in Parliament. If they did this for COVID-19 theyd be condemned but apparently climate denial is acceptable,0,324,1005,-0.2144
1,Boeing $BA suffered a complete loss of cabin pressure descending % to $275.11. The giant H/S is playing out... target $170s. Bearish inherently unbalanced flying cans of corona. The next GE of the Dow,0,6,17,-0.7096
1,Dear VP Pence: SCREENING AT AIRPORTS IS NOT TESTING. As of last week S Korea tested over people for . US tested a few hundred because the Administration botched the initial tests & had overly restrictive criteria. STOP MISLEADING THE AMERICAN PEOPLE,0,0,1,-0.5812
1,Reminder: JoeBiden cast one of the key votes to help Republicans narrowly defeat legislation by BernieSanders and Paul Wellstone designed to stop pharmaceutical price gouging. Pass it on,0,8239,17287,-0.3612
1,Health officials just announced a total of people have died from in King County. At least people have tested positive. The county is in its inal negotiations ?to purchase a motel u will be used by people who need to be isolated,0,530,1061,-0.3182
1,Health experts are widely skeptical of the numbers reported by Chinas neighbors and believe the coronavirus is spreading undetected throughout much of Southeast Asia,0,456,842,-0.3182
1,President Trump and VP Mike Pence provided further updates on the coronavirus outbreak including travel advisories for Italy and South Korea after the first US death was reported in Washington state,0,4513,15138,-0.5994
1,The actual number of death is over ; times higher than Tehran admits. Marylam Rajavi who heads the National Council of Resistance of Iran called on Iranians to stage protests and strikes until the IRGC relinquishes control of hospitals and doctors,0,77,84,-0.7003
1,The CDC as of yesterday had only tested about people for the coronavirus. As of today... we have no idea... because u information is no longer publicly available,0,235,495,-0.5267
1,I live in Seattle I have all symptoms of COVID-19 and have a history of chronic bronchitis. Since I work in a physical therapy clinic with many + patients and those with chronic illnesses I decided to be responsible and go to get tested. This is how u went,0,121915,317559,-0.2263
1,The same Iranian lawmakers who routinely chant death to America ?are going to be dependent on Americas pharmaceutical industry to save them from the coronavirus,0,3622,10467,-0.1779
1,STOP lying. China can no longer hide this horror. The world already knows how evil you are and how you enjoy torturing dogs and cats,0,13,10,-0.9628
1,Trump spent more money on silencing a porn star,0,9376,29947,-0.1935
1,The Chinese propaganda machine is casting blame on the United States for the coronavirus FPs BeijingPalmer writes.,0,817,855,-0.1531
1,the patient was a woman in her mid s who is confined to her home in Manhattan. Using this completely unrelated photo of an asian man in a completely different borough (Queens) is blatant manipulation and pushing a racist narrative,0,366,1003,-0.7351
1,A student at the college down the street from my house has been disagnosed with coronavirus. He likely attended classes after contracting it. The school has been shut down. Everyone in my neighborhood is now at relatively high risk of contracting it and we cant get tested,0,47322,262189,-0.2732
1,And now for a rant. Its not about coronavirus. Its not even about the stock market crashing - u was only ever a matter of time. Its about the epic relentless never-ending stupidity of the human race,0,61,176,-0.6124
1,Is this a theory too far?The Special Ones decide they need reduce world population4%. Tell public it will affect %They get high risk group nursing the high risk group.Tested first in China Theyve been trying kill us off for a while,0,9,7,-0.7351
1,Man Fights Back After Getting Water Thrown at Him Because he Has Coronavirus in NYC,0,9,26,-0.4019
1,Coronavirus is not an excuse for racism & hate crimes,0,1551,3839,-0.8411
1,New: The Trump administrations insistence u containment should remain the primary way to confront COVID-19 - and repeated claims u it was working - ignored a series of alarm bells from experts inside & outside the US government,0,421,697,-0.6597
1,every once in a while im reminded u the government has the power to do whatever the fuck it wants. all the things it doesnt do are simply because the people who run it dont want to do them,0,9243,35499,-0.575
1,JUST IN: Trump to visit CDC after initial trip cancelled,0,22,27,-0.25
1,I just landed at JFK after reporting on in Milan and Lombardy he epicenter of Italys outbreak ?for vicenews. I walked right through US customs. They didnt ask me where in Italy I went or if I came into contact with sick people. They didnt ask me anything,0,63165,224337,-0.5106
1,Yesterday realDonaldTrump attacked me on Twitter for speaking out about the test kit debacle. Today a new episode of the EPIDEMICpodcast is out ... about the Test Kit Debacle. Get it wherever you get podcasts,0,239,566,-0.4588
1,So if you get it youre still fucked even after you recover - Superb,0,36,106,-0.0772
1,Trump says hes not going to visit the CDC in Atlanta because someone there was infected with,0,924,1982,-0.4939
1,marrying O.J. simpson has a higher death rate than coronavirus,0,16792,166478,-0.5994
1,Time to suspend flight slot rules NOW. Airlines are burning thousands of gallons of fuel flying empty ghost planes so they can keep their flight slots during the coronavirus outbreak,0,643,1134,-0.6597
1,True. Furthermore can anyone point to a single example of Hindus pushing their religion and culture outside of India? We can see examples all over the world where Islamists are rioting and killing to assert their way of life. So back to India safe to say whos to blame,0,807,1743,-0.2732
1,The Atlantic contacts all state health departments to reconstruct the number the CDC is hiding and finds u people have been tested for the coronavirus in the US,0,3624,6033,-0.2263
1,Coronavirus is FAKE NEWS,0,2076,9528,-0.5904
1,Hey so because of the coronavirus a lot of people are going to suddenly start living the work from home life....which sounds great but can be VERY jarring isolating and depressive,0,1068,3070,-0.2144
1,Collateral damage: Marriage registration offices in Chinese city of Xian have seen an unprecedented number of divorce appointments since reopen as evoked the underlying conflicts of couples confined at home,0,340,527,-0.6705
1,This is irresponsible. Pretending coronavirus cases dont exist wont make this crisis go away t will only expose more people to harm. My message to Trump: its time to start taking this crisis seriously,0,2090,3473,-0.9602
1,Idk why this isnt a stat you see more often with the Coronavirus news but of the diagnosed with it since it began have recovered,0,9285,35676,-0.0516
1,This is a really important moment. The CDC presser was one of the most frightening things I ever watched and it should be reported u way. He straight up lied - said everyone can get tested when in fact almost no one can. And the shameless self promoting off a crisis..,0,17135,49408,-0.6003
1,The numbers of people infected are doubling every few days. The larger the No.. of people infected the larger the No.. people who will require intensive care. This is likely to place significant burden on the health service. So the concern is appropriate,0,0,0,-0.6486
1,This one is a confirmed one - overnight burial of an Astara Gilan local who had died due to ?9. Sadly his father was also a victim of ?9,0,7,26,-0.8343
1,My husband went to San Diego for work around the end of January. He came home deathly Ill. We were told at the e.r they had no idea what it is. rounds of steroids and antibiotics. Still upper resp. distress. No tests in Chattanooga. Should we quarantine,0,9050,17695,-0.8625
1,New York Declares State of Emergency After Rise of Coronavirus Cases,0,3,3,-0.3818
1,The great Cato-the-wise Cato Sapiens Cato Censorius or (in Staten Island Cato-no-nonsense) would be turning in his grave & characteristically seething with anger at the misuse of his name by u imbecilic institute. PS-As we explaineddeaths *lag* infections because...time,0,290,1521,-0.296
1,I think most people arent aware of the risk of systemic healthcare failure due to because they simply havent run the numbers yet. Lets talk math,0,40817,102196,-0.6597
1,Just got an email from UCONN saying u if you get the coronavirus and exaust your sick days per semester you have to use vacation days or personal leave days to recover. This is how you get people to come back to work when they are still contagious,0,0,0,-0.7096
1,As the coronavirus has spread so too has misinformation about it despite an aggressive effort by social media companies to prevent its dissemination. We found dozens of videos photos and posts u appeared to have slipped through the cracks,0,228,433,-0.2546
1,Trumps overall handling of the converging crises ?while spreading misinformation and blaming others ?has unsettled many of his Republican allies on Capitol Hill,0,188,446,-0.7998
1,SEOUL March (Reuters) - Korean Air Lines has warned u the coronavirus outbreak could threaten its survival after more than half of the world restricted passengers entering from South Korea,0,42,68,-0.743
1,If you looking for hysterical coverage of the Coronavirus then go to the Drudge Report,0,1475,5130,-0.0258
1,This is the moment the Dutch PM Mark Rutte ended a press conference by shaking hands with a colleague - moments after warning the public against doing so amid the outbreak,0,35,85,-0.4767
1,VIDEO: Workers disinfect trains in Seouls public transit system as South Korea sees its first rise in cases for five days. The country is one of the worlds worst affected nations outside of China with over confirmed cases and growing,0,75,84,-0.6124
1,Coronavirus is mysteriously sparing kids and killing the elderly. Understanding why may help defeat the virus,0,4409,8853,-0.6908
1,corona ruined so many plans,0,513,688,-0.4767
1,IT IS SO FUNNY TO ME HOW THESE ANTIS ARE SAYING WE ARE SO BAD FOR FILING A LAWSUIT INSTEAD OF DONATING FOR COVID19 DO THEY HEAR THEMSELVES? THEY COMMIT CRIMES EVERYDAY TO KICK A MEMBER OUT FOR GETTING MARRIED AND NOW WE ARE THE BAD ONES? THEY ARE SO HYPOCRITE IM SO DONE OMG,0,792,2187,-0.6655
1,EXCLUSIVE: For weeks thousands of flu samples sat in Seattle as researchers sought to test and flag them for coronavirus. The C.D.C. wouldnt allow it. When testing did happen it was too late. The virus was upon us,0,24738,35035,-0.2577
1,BREAKING: new coronavirus deaths in Iran raising death toll to,0,642,1656,-0.5994
1,this covid is stealing a lot of moments already and it makes me sad,0,28683,57487,-0.7783
1,coachellas postponed the NBA is suspended theres a travel ban to europe tom hanks has corona virus.. if you still doubting the severity of all of this i encourage you to do some more reading. you and i might be able to fight it off but i am not sure if my parents can,0,21354,127995,-0.7396
1,BREAKING: S. Korea significantly reducing lethality of coronavirus by prescribing a chloroquine diphosphate salt + zinc treatment combo to block COVID-19 viral enzyme mg per day of chloroquine + zinc for days,0,19511,42155,-0.4404
1,Blatant . .006% of China has been infected. This is just irresponsible:,0,100,193,-0.7269
1,Kobe Gigi & the other members on plane died Pop smoke died Most festival & tours canceled Rudy Gobert & Donovan got Coronavirus Donald Trump bans travel to Europe NBA season is suspended !!,0,424,1532,-0.8121
1,. BennyBenassi has been quarantined In Italy cancels upcoming North American tour due to,0,329,1080,-0.2263
1,Coronavirus is everywhere. STAY HOME. Cancel u trip. You probably wont die from it but its very contagious and it CAN be fatal. A certain percentage of people need intensive care to recover but hospitals are going to be overcrowded and not able to save everyone,0,136091,716343,-0.638
1,Miami Dade Police suspending all evictions as part of coronavirus state of emergency,0,779,2759,-0.3818
1,Idc what no one says this nigga know how to make some bread,0,8283,36605,-0.296
1,Pay attention and be informed. Ignorance is not bliss. We can dig deeper and respond smarter to contain . Praying for those who been infected and imploring organizations schools and institutions to exhibit compassion and concern for employees and students,0,433,1852,-0.1526
1,So it looks like Donovan Mitchell got the corona shit too,0,0,0,-0.2111
1,Despite the global fears of coronavirus more than people who contracted the disease have recovered. Most have mild symptoms and rebound within two weeks while those with more serious ailments may not improve for up to six weeks,0,7349,10500,-0.1697
