veracity,content,sentiment,retweet numbers,likes numbers,compound
0,Only in China: Medical SWAT teams with riot shields and dog-catcher nets practicing to catch a person with coronavirus symptoms,0,226,475,-0.5574
0,Large Explosion in Wuhan China just happened about an hour ago /24/2020,1,183,202,0
0,China Muslims hidden at Bihari mosque has been taken to corona virus test by Bihari police. Erode police has caught Thailand Muslim mullahs infected with corona virus. Today Salem Police has caught Indonesian Muslim mullahs at Salem mosque. This video shows u they are applying and putting saliva on spoons plates and utensils and also they are in the intention of spreading corona virus disease. Nobody knows whats happening in the Nation (sic),0,8,12,-0.4939
0,Muslims Licking Plates to Spread Corona,1,0,0,0
0,ffice Memorandum ?claims u the Ministry of Health & Family Welfare has issued a clarification regarding declaration of holidays in four states namely Maharashtra Gujarat Uttar Pradesh and Sikkim,1,4,2,0.3818
0,Two facilities in Wuhan are linked to covert Chinese biological weapons programs,0,987,1145,-0.4404
0,France confirms two cases of deadly coronavirus,1,232,361,0
0,Two facilities in Wuhan are linked to covert Chinese biological weapons programs. Did the deadly coronavirus escape from a BW weapons lab,0,470,756,-0.6249
0,So...the Chinese government is busy killing protestors in Hong Kong while the entire city of Wuhan is suffering from an outbreak of Coronavirus u may very well spread worldwide killing millions,0,18,143,-0.8887
0,Chinese people trying to walk home in wuhan china,1,3814,15261,0
0,Everyone who has visited Macau for SS8. Please check the below link. Many Wuhan ELF stepped forward to tell us where they were at during the concert and suggest everyone in the area to be extra careful. They are currently fine but better to play safe,1,395,304,0.9209
0,Liang Wudong a surgeon who was treating patients in Wuhan just become the first doctor to die from the new Coronavirus. A reminder u while everyone else is trying to avoid it frontline medical staff are risking their lives to cure it + save others,0,8020,8295,-0.6369
0,Regards to the current Wuhan Virus (2019-nCov) have to ask a question on why it outbreak in Wuhan ss Chinese outside Wuhan dont eat bats & frog he answer is simple the only P4 lab in China located in Wuhan. Its a man made virus rather than come from nature,1,23,33,0
0,so far; - orld war ?- iran plane crash - australian bushfires - volcanic eruptions - earthquake in indonesia - jakarta flood - wuhan coronavirus outbreak,0,1933,1992,-0.7823
0,person refuses to leave home and get tested for . So others simply block him from coming out. This is the way to deal with the,0,531,646,-0.5209
0,BREAKING: Three Chinese nationals were admitted to the San Lazaro Hospital in Manila after displaying symptoms of flu an official of the hospital confirmed. Two of them have travel history from Wuhan China the center of the novel coronavirus. | via MBMinkaTiangco,1,461,872,0.0258
0,JUST IN: Health Sec. Francisco Duque confirms Chinese nationals were admitted to San Lazaro Hospital in Manila after showing signs of flu; says of them have travel history from Chinas Wuhan City the center of the novel coronavirus ?outbreak,1,610,928,0.0258
0,Its absolutely ridiculous u governments worldwide are only checking people u have travelled to Wuhan as it is completely spread throughout china Asia and several other countries. And to add to this it may lay dormant for up to weeks,0,0,0,-0.4201
0,So theres this conspiracy theory going around about the Wuhan coronavirus being engineered in u military biotech lab in Wuhan ?which Im not inclined to believe heres why. I think the truth is even more uncomfortable; and resorting to a conspiracy theory is a cope,0,20,74,-0.8821
0,person refuses to leave home and get tested for . So others simply block him from coming out,0,531,646,-0.5209
0,Commy is going there to fight the monster virus I will be back soon. ?144 medical personnel from Chongqing Emergency Medical Centre left for Wuhan last night,0,1609,5090,-0.6369
0,Malaysia is one of the top countries in the world in terms of being prepared for major infectious diseases. We are in fact number one,1,5914,6379,0.4588
0,The Coronovirus in Wuhan sounds like it is a Bioweapon u was released by a nearby Bioweapons lab,1,3,6,0.3612
0,The Huanan seafood market in Wuhan has been widely considered the source of the outbreak of a novel coronavirus. But the virus may have infected people elsewhere first a new paper suggests,0,106,130,-0.5647
0,The number of official cases in Wuhan went from to in one day,1,205,362,0.0772
0,OP-ED: Abolish Asias Markets ?Where Breed | By Christian Walzer and Aili Kang for The Wall Street Journal Consumption of wild meat appears to be to blame for the virus as it was for in,0,44,0,-0.34
0,the hoseok fanbase in china has donated bottles of disenfectant doctors caps pairs of surgical gloves medical bed sheets and doctors gowns to the red cross in wuhan,1,468,1263,0
0,The state of California has declared u they are well-prepared to handle the if cases would appear in the state. Im not so sure about u after seeing this video from,0,1344,2182,-0.3556
0,just wanted to ask duterte when hes planning to not accept flights from china? maybe when all Filipinos are infected or when he is already experiencing it firsthand? just wanted to ask since chinese locals from wuhan are being suspected near our area already. pls take actions,0,12,54,-0.7464
0,Officials visiting hospitals with N95 masks and doctors in flimsy regular surgical masks. And no gloves,0,49,56,-0.296
0,Bill Gertz reporting is correct China was using Wuhan facility for bio weapons research - buried in the civilian stuff. But no evidence u coronavirus is a bioweapon gone wrong. In part because its not killing many people. And the Chinese have some quite unpleasant weapons,0,33,34,-0.9112
0,Wuhan doctor who shared info about on social media on Dec before govt lifted info blockade punished by police on Jan . Hes now in ICU with virus. Interview with him from China Youth Daily deleted from WeChat,0,80,84,-0.1531
0,medical experts call for draconian measures to stop the spread of the virus estimating u tens of thousands are already infected and warning a global epidemic could be imminent,0,373,367,-0.7783
0,BREAKING: Hubei province has confirmed new cases of Wuhan coronavirus on Monday *alone* and new deaths have been reported the provincial govt said in a statement,1,2682,4743,0
0,How come none of the media coverage on the Coronavirus mentions u it originated from a city u houses Chinas covert biological warfare program,0,769,1444,-0.296
0,dont be ignorant about wuhan/coronavirus. stop saying stays are dumb for wanting to protect the boys by telling them to cancel hi touch so they wont be infected. it may not be in your area as much but its serious since theres no cure or vaccine for it and can be spread easily,0,125,331,-0.0974
0,People collapsing at any minute in China during . One photo is from Dongdaruifa shopping mall at Yangzhou Jiangsu Province one from Xidaruifa shopping mall at Yangzhou one from Hongqiao railway station in Shanghai,0,853,855,-0.296
0,Jan - confirmed cases Jan - sick Jan - sick dead Jan - sick dead Jan - sick dead Jan - sick dead Jan - sick dead Jan - sick dead Today- sick dead,0,60,93,-0.9957
0,All this American media-sponsored hysteria over coronavirus?like these fucking anti-vaxxers arent in our backyard tryna kill us with their bacteria-infested spawn,0,3095,14051,-0.8225
0,Coronavirus reported in countries bliksem! So now its spreading from human to humanhow prepared SA authorities are? People who visited China from neighboring countries might cross our unguarded borders easilyegpregnant wife looking for better hospitals crossed through....,1,22,53,0.6239
0,wear your masks do everything to protect yourselves cos this government cant even,1,31100,56700,0.3818
0,PSA for everyone freaking out about this coronavirus: A country u YouTubed itself into a st Century measles outbreak does not get to talk any shit about anyone elses health practices,0,30548,136123,-0.7506
0,Another day another victim falling down in the middle of public in China,0,6,12,-0.4019
0,Hi! Paala lang. Hindi porket may nCoV ay mamatay na. As a matter of fact less than % lang ang mortality rate nito. Mas nakakamatay at nakakahawa pa ang seasonal flu,0,21,84,-0.4199
