veracity,content,sentiment,retweet numbers,likes numbers,compound
0,. : The number of confirmed cases in China crossed the mark on Feb. increasing cases to . Every days at this point another confirmed cases are being added. Feb. - K Feb. - K Feb. - K,1,260,326,0.0772
0,Those folk in China are just inhumane,1,417,374,0
0,China slowly returns to work as coronavirus toll hits daily record,1,28,49,0
0,North Carolina health officials said four people who recently returned to Charlotte from China are being monitored for coronavirus symptoms,1,26,39,0
0,No better way to understand how we ended up in this mess...than by looking at this poll,1,587,1482,0.1779
0,The UK held a second evacuation of British families from Wuhan while Chinas efforts to revive its economy fell short on Monday as markets across the region sank,1,14,19,0.34
0,As the third term of the academic year starts concerns on the Novel Coronavirus arise,1,16,25,0.3182
0,the number of Chinese people in Britain with confirmed cases of coronavirus is still fewer than the number of Chinese people doing comedy so if you see a Chinese person on the tube and assume they are a comedian u would be statistically less racist,1,8349,42040,0.2484
0,the days quarantine be extended,1,60,140,0
0,Heads getting shaved. A team of medical workers from Gansu province being sent to help,1,61,72,0.4019
0,Theirs this malayalam movie called virus released in IMDb (8.1) It is based true events of nipah virus outbreak in the Kozhikode district of the Kerala state in INDIA During may,1,0,2,0.4215
0,The number of new cases from Chinas coronavirus epidemic dropped for a third consecutive day but global concern remains high about its spread,1,0,0,0.0387
0,Due to the outbreak of Novel Coronavirus MCountdown will be recorded with NO audience for a period of time for Pre recording as well as live show in order to prevent further spreading of the virus,1,413,1964,0.1449
0,cases of espionage with Chinese spies infiltrating the State Department CIA and DIA,1,2,11,0
0,the coronavirus is an engineered bioweapon,1,842,1896,0
0,Theres nothing semi-corrupt about this,1,396,432,0
0,Analysia is also ranked above Singapore Thailand and South Korea as being most prepared for major infectious disease outbreaks,1,1996,2649,0.2944
0,Wuhan seafood market may not be source of novel virus spreading globally,1,27,47,0.3182
0,patients were admitted to San Lazaro Hospital and of them are Chinese nationals from Wuhan,1,1204,919,0.1027
0,Of people on board the Diamond Princess tested for the new coronavirus are confirmed to have it,1,342,386,0.34
0,There are newly confirmed coronavirus cases aboard the Diamond Princess ship docked in Yokohama Japan,1,439,429,0.3612
0,We were giving a false sense of assurance. ?,1,612,664,0.5859
0,She is a doctor in Wuhan... If she quit. The local government will revoke her doctor ?,1,10389,3782,0
0,Virologist Who Visited Wuhan Says Coronavirus is out of Control ?,1,2498,13579,0
0,Despicable! Celebrating the lethal virus! Based on belief u only Chinese will die! Commerce secretary says deadly coronavirus could be good for America ?,1,622,619,0.5538
0,Breaking: China has released Q1 GDP coming it at a healthy % on increased in medical supply manufacturing including machinery as well as increased demand for health care services ?,1,34,170,0.8658
0,This statement is the epitome of the Republican party. Unless it affects them personally or their family it is not taken seriously and called fake news. Right-wing media called Covid-19 a prank perpetuated by the Democrats. GOP HouseGOP SenateGOP GOPChairwoman,1,4834,18802,0.0305
0,A man coughs on a bus. The whole bus is looking at him. Conductor: Do you have a coronavirus? Man: No what are you? I have tuberculosis! Conductor: Well thank God,1,0,7,0.6312
0,Jkylebass I believe this is just a trial. Most likely not the deadliest virus they contain. By releasing something like corona virus they can track its outcome and plan for the real deal when they chose to release,1,0,6,0.3612
0,lakeith fingernails are the original cause of coronavirus,1,27,419,0.3182
0,Who started the Coronavirus? Ask the DemocRATS,1,1,2,0
0,thank god corona virus doesn have a twt acc bc it would definitely had came for that social spot of bts,1,1,3,0.743
0,So Ia seeing that African blood can resist the coronavirus. Can i get a halleluYER?,1,0,1,0
0,SaudiMOH Hi Im a concerned citizen. I heard from a Saudi friend that there was a one case of novel corona virus yesterday as reported. Please confirm and announce it in public,1,0,1,0.7783
0,SF Fed President Mary Daly on CNBC: Coronavirus still a minimal impact on regional and national economy I am not looking for this to do anything material to our economy,1,9,5,0
0,NathanGrubaugh KindrachukJason COVID2019_ Power__Play Mathematically you will rule out Mars and settle on the virus research lab in Wuhan as the most probable COVID-19 hotspot putting in to consideration the kind of research they have been doing on Bat Immunity (Knock outs),1,0,0,0
0,Coronavirus Could Survive on Surfaces for Nine Days - Alibaba Aliexpress Shipping Update-The Bizcrush,1,1,0,0
0,Virus-hit Wuhan has two laboratories linked to Chinese bio-warfare program,1,0,0,0
0,God has not ordered eating meat. Whoever it is you (-China) will have to suffer the brunt of sin and deeds unless you come to the shelter of Saint Rampal Ji Maharaj and do full devotion to the divine Kavir Dev.,1,5,5,0.1531
0,meanwhile los chinos,1,0,0,0
0,ScottMorrisonMP when are you going to force flights to cease from China? Rest of the world is but we seem to be twiddling our thumbs hoping itll just go away,1,0,0,0.5719
0,Breaking: Secret Court Covering Up The Truth About Coronavirus via YouTube,1,0,0,0.3182
0,Purell hand sanitizer does NOT kill the flu or corona virus nor kill e.Coli bacteria Buy Clorox wipes,1,1,0,0.9163
0,Lol not happening,1,0,0,0.4215
0,Countries told to learn from China in virus: WHO showing once again that it is far from an independent organization. Or at the very least that it has zero concern about in the management of . /,1,13,15,0
0,I hope coronavirus screening was put in place for attendees at the We cant compound our problems by infecting the top players in the oil industry or...nvm,1,0,0,0.7147
0,Only following food protocol can save from outbreak halalSG Joyce_Karam spectatorindex china OIC_OCI MOISaudiArabia,1,0,0,0.4939
0,CDC testing several people in US for possible Wuhan virus CDC spokesperson Kristen Nordlund says. The CDC has the only laboratory in the United States that can test for this new virus. cnnbrk,1,10,5,0.4215
0,Thanks for the great Art ARRE INDIA Bakth will say Modi ji is not working BJP ?????? To be honest is equal to,1,1,0,0.9054
0,PMBreakingNews cswany2 It looks like a smoke machine. China is known to overact with not too many testings. Whatever theyre spraying I hope it doesnt cause more harm than the CoronaVirus,1,0,0,0.816
0,the containment effort starts to seem to be effective. Hopefully the outbreak can be entirely stopped soon even the research on the vaccine may take months.,1,0,0,0.5584
0,Unsure whether it was the Chinese but most likely the American government that started COVid19 but one things certain it was definitely biological warfare designed to cause mass hysteria/ reduce elederly population,1,0,3,0.4404
0,THEY COMPLAINING TO THEIR WHITE GOD. AS SOON AS AFRICANS ACCEPT HOW THE WORLD PERCEIVES AFRICA AND HER PEOPLE YOULL STOP BEING SHOCKED AND SURPRISED.,1,4368,11254,0.0772
0,Coronavirus will come to an end by the time summer arrives,1,1,4,0
0,ImohUmoren ochuko_atenaga Corruption is caused by coronavirus,1,2,9,0
0,Wilbur Ross says Coronavirus could boost US jobs,1,1,2,0.4019
0,yaneerbaryam Ill believe it when I see it. I think this is better explained by Chinese health system being maxed out and because so many people are self quarantining across China thats going to be very hard to maintain and with an incubation period so long it wont die out and surge again,1,0,0,0.3722
0,Pharmaceutical companies will get part of the billion; Executives will get part of the billion; CEOs will get part of the billion; Billionaire and Millionaire families will get part of the billion; everyday workers will get.....a tweet!,1,192,501,0
